Unnamed: 0,animal_id,datetime,monthyear,date_of_birth,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,name
148,A819047,2020-06-20T17:57:00.000,2020-06-20T17:57:00.000,2020-06-05T00:00:00.000,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black/White,*198 Grams
149,A817694,2020-06-20T17:08:00.000,2020-06-20T17:08:00.000,2018-05-23T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Black,Tuna
150,A817471,2020-06-20T14:43:00.000,2020-06-20T14:43:00.000,2020-04-21T00:00:00.000,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Black/White,*Button
151,A817470,2020-06-20T14:36:00.000,2020-06-20T14:36:00.000,2020-04-21T00:00:00.000,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby/White,*Poppy
152,A817468,2020-06-20T14:33:00.000,2020-06-20T14:33:00.000,2020-04-21T00:00:00.000,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Shorthair,Blue Tabby/White,*Iris
153,A817559,2020-06-20T13:40:00.000,2020-06-20T13:40:00.000,2018-05-19T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,White/Red,*Maury
154,A818949,2020-06-20T13:33:00.000,2020-06-20T13:33:00.000,2019-06-18T00:00:00.000,Return to Owner,,Dog,Intact Male,1 year,Chihuahua Shorthair,White/Tan,Luigi
155,A813516,2020-06-20T13:08:00.000,2020-06-20T13:08:00.000,2017-02-12T00:00:00.000,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever,White/Red,Odin
156,A818867,2020-06-20T12:11:00.000,2020-06-20T12:11:00.000,2020-04-16T00:00:00.000,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,
157,A817701,2020-06-20T10:47:00.000,2020-06-20T10:47:00.000,2020-04-07T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,*Comet
158,A817703,2020-06-20T10:43:00.000,2020-06-20T10:43:00.000,2020-04-07T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black Tabby,*Shadow
159,A817702,2020-06-20T10:35:00.000,2020-06-20T10:35:00.000,2020-04-07T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black Tabby,*Mewtwo
160,A817947,2020-06-20T10:26:00.000,2020-06-20T10:26:00.000,2020-03-27T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,Melinda
161,A818778,2020-06-20T10:05:00.000,2020-06-20T10:05:00.000,2017-06-15T00:00:00.000,Transfer,Partner,Dog,Spayed Female,3 years,Pug Mix,Black/White,
162,A818777,2020-06-20T10:05:00.000,2020-06-20T10:05:00.000,2017-06-15T00:00:00.000,Transfer,Partner,Dog,Neutered Male,3 years,Pug/Beagle,Brown Brindle/White,
163,A818840,2020-06-20T08:48:00.000,2020-06-20T08:48:00.000,2019-06-16T00:00:00.000,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon,Black,
164,A818896,2020-06-20T08:47:00.000,2020-06-20T08:47:00.000,2019-06-17T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Red,
165,A818738,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,2018-06-14T00:00:00.000,Adoption,,Bird,Unknown,2 years,Parakeet,Blue/White,
166,A809942,2020-06-20T00:00:00.000,2020-06-20T00:00:00.000,2019-08-05T00:00:00.000,Adoption,,Dog,Neutered Male,10 months,German Shepherd,Tan/Black,Ace
167,A814669,2020-06-19T17:48:00.000,2020-06-19T17:48:00.000,2018-03-03T00:00:00.000,Adoption,,Dog,Neutered Male,2 years,Greyhound/Labrador Retriever,Tan/Black,*Finn
168,A818489,2020-06-19T17:13:00.000,2020-06-19T17:13:00.000,2020-02-09T00:00:00.000,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Medium Hair,Black,*Capricorn
169,A818492,2020-06-19T17:13:00.000,2020-06-19T17:13:00.000,2020-02-09T00:00:00.000,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Medium Hair,Black,*Virgo
170,A818666,2020-06-19T17:12:00.000,2020-06-19T17:12:00.000,2019-11-12T00:00:00.000,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Medium Hair,Orange Tabby,*Paul
171,A818695,2020-06-19T17:12:00.000,2020-06-19T17:12:00.000,2020-01-28T00:00:00.000,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby,*Brogan
172,A818664,2020-06-19T17:12:00.000,2020-06-19T17:12:00.000,2019-11-12T00:00:00.000,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Medium Hair,Orange Tabby,*Peter
173,A818688,2020-06-19T17:11:00.000,2020-06-19T17:11:00.000,2020-01-28T00:00:00.000,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby,*Finola
174,A818403,2020-06-19T16:50:00.000,2020-06-19T16:50:00.000,2016-06-08T00:00:00.000,Transfer,Partner,Dog,Spayed Female,4 years,Chow Chow,Black,Lucy
175,A818749,2020-06-19T16:25:00.000,2020-06-19T16:25:00.000,2020-02-15T00:00:00.000,Adoption,,Dog,Intact Male,4 months,German Shepherd/Labrador Retriever,Tricolor,
176,A818638,2020-06-19T16:08:00.000,2020-06-19T16:08:00.000,2018-06-11T00:00:00.000,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White,*Vela
177,A818988,2020-06-19T15:45:00.000,2020-06-19T15:45:00.000,2020-05-10T00:00:00.000,Euthanasia,Suffering,Cat,Intact Male,,Domestic Shorthair,Orange Tabby,
178,A685751,2020-06-19T15:42:00.000,2020-06-19T15:42:00.000,2014-03-28T00:00:00.000,Transfer,Partner,Dog,Spayed Female,6 years,Great Pyrenees,Tricolor,Abby
179,A818995,2020-06-19T14:44:00.000,2020-06-19T14:44:00.000,2020-05-31T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Torbie/White,
180,A818930,2020-06-19T14:18:00.000,2020-06-19T14:18:00.000,2020-03-18T00:00:00.000,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair,Blue Smoke,
181,A818929,2020-06-19T14:17:00.000,2020-06-19T14:17:00.000,2020-05-11T00:00:00.000,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,
182,A809779,2020-06-19T12:52:00.000,2020-06-19T12:52:00.000,2015-12-01T00:00:00.000,Return to Owner,,Dog,Neutered Male,4 years,Irish Setter Mix,Red,Willie
183,A817830,2020-06-19T10:39:00.000,2020-06-19T10:39:00.000,2020-04-27T00:00:00.000,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair,Black/White,*Cleo
184,A815260,2020-06-19T09:52:00.000,2020-06-19T09:52:00.000,2018-03-13T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull,Tan/White,*Cypress
185,A812491,2020-06-19T09:34:00.000,2020-06-19T09:34:00.000,2019-01-23T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Black/White,Rabbit
186,A814104,2020-06-19T07:41:00.000,2020-06-19T07:41:00.000,2020-02-16T00:00:00.000,Adoption,Foster,Dog,Spayed Female,4 months,Labrador Retriever/German Shepherd,Black/Tan,Rhona
187,A817635,2020-06-19T05:33:00.000,2020-06-19T05:33:00.000,2020-04-06T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,
188,A817636,2020-06-19T05:30:00.000,2020-06-19T05:30:00.000,2020-04-06T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie,
189,A817634,2020-06-19T05:28:00.000,2020-06-19T05:28:00.000,2020-04-06T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black,
190,A818775,2020-06-19T00:00:00.000,2020-06-19T00:00:00.000,2017-06-15T00:00:00.000,Transfer,Partner,Dog,Neutered Male,3 years,Beagle/Pug,White/Tan,
191,A818482,2020-06-18T17:57:00.000,2020-06-18T17:57:00.000,2020-03-09T00:00:00.000,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie/White,*Gemini
192,A818981,2020-06-18T17:51:00.000,2020-06-18T17:51:00.000,2005-06-18T00:00:00.000,Euthanasia,Suffering,Cat,Intact Female,15 years,Domestic Medium Hair,White/Brown,
193,A818578,2020-06-18T17:13:00.000,2020-06-18T17:13:00.000,2020-04-10T00:00:00.000,Return to Owner,,Dog,Intact Female,2 months,Chihuahua Shorthair/Dachshund,Tan/White,Coco
194,A818491,2020-06-18T16:32:00.000,2020-06-18T16:32:00.000,2020-02-09T00:00:00.000,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair,Tortie,*Libra
195,A818683,2020-06-18T16:25:00.000,2020-06-18T16:25:00.000,2020-01-05T00:00:00.000,Adoption,,Dog,Spayed Female,5 months,German Shepherd,Tan/Black,*Sweetie
196,A813020,2020-06-18T16:23:00.000,2020-06-18T16:23:00.000,2011-02-02T00:00:00.000,Adoption,Foster,Cat,Neutered Male,9 years,Domestic Shorthair,Brown Tabby,Einstein
197,A817326,2020-06-18T15:53:00.000,2020-06-18T15:53:00.000,2019-07-13T00:00:00.000,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair,Brown Tabby/White,*Eliza
198,A805941,2020-06-18T15:52:00.000,2020-06-18T15:52:00.000,2019-04-03T00:00:00.000,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White,*Smudge
199,A818954,2020-06-18T15:52:00.000,2020-06-18T15:52:00.000,2020-06-11T00:00:00.000,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby,
200,A818933,2020-06-18T15:52:00.000,2020-06-18T15:52:00.000,2020-06-09T00:00:00.000,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair,Orange Tabby/White,
201,A687089,2020-06-18T14:48:00.000,2020-06-18T14:48:00.000,2013-03-03T00:00:00.000,Return to Owner,,Dog,Neutered Male,7 years,Jack Russell Terrier/Cairn Terrier,Tricolor,Runner
202,A814008,2020-06-18T13:46:00.000,2020-06-18T13:46:00.000,2011-02-22T00:00:00.000,Adoption,Foster,Dog,Spayed Female,9 years,Chihuahua Shorthair,Tan,Chanel Marie
203,A818607,2020-06-18T13:11:00.000,2020-06-18T13:11:00.000,2018-06-11T00:00:00.000,Transfer,Partner,Bird,Intact Female,2 years,Chicken,Brown,
204,A818624,2020-06-18T12:35:00.000,2020-06-18T12:35:00.000,2020-04-04T00:00:00.000,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,
205,A815931,2020-06-18T12:06:00.000,2020-06-18T12:06:00.000,2019-08-19T00:00:00.000,Adoption,Foster,Dog,Spayed Female,9 months,Pit Bull,White/Gray,*Mabel
206,A814404,2020-06-18T10:50:00.000,2020-06-18T10:50:00.000,2020-02-28T00:00:00.000,Adoption,Foster,Dog,Intact Male,3 months,Labrador Retriever Mix,Black/White,
207,A817152,2020-06-18T10:29:00.000,2020-06-18T10:29:00.000,2018-05-08T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,White/Black,Mr Patch Adams
208,A817744,2020-06-18T09:11:00.000,2020-06-18T09:11:00.000,2020-03-24T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,*Moon
209,A818737,2020-06-18T08:46:00.000,2020-06-18T08:46:00.000,2020-06-14T00:00:00.000,Euthanasia,Suffering,Dog,Unknown,4 days,Unknown,Blue/White,
210,A818927,2020-06-18T08:44:00.000,2020-06-18T08:44:00.000,2020-03-18T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,3 months,Fox,Silver/Red,
211,A818886,2020-06-17T19:07:00.000,2020-06-17T19:07:00.000,2020-01-16T00:00:00.000,Transfer,Partner,Dog,Intact Male,5 months,Labrador Retriever,Brown,
212,A818125,2020-06-17T18:15:00.000,2020-06-17T18:15:00.000,2014-09-25T00:00:00.000,Rto-Adopt,,Dog,Intact Male,5 years,Labrador Retriever/Pit Bull,White,Snoopy
213,A772933,2020-06-17T17:50:00.000,2020-06-17T17:50:00.000,2016-11-25T00:00:00.000,Return to Owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair,Tan/White,Baby
214,A772936,2020-06-17T17:48:00.000,2020-06-17T17:48:00.000,2016-11-25T00:00:00.000,Return to Owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair,Buff/White,Sarge
215,A818713,2020-06-17T17:45:00.000,2020-06-17T17:45:00.000,2020-03-13T00:00:00.000,Adoption,,Dog,Spayed Female,3 months,Anatol Shepherd,Tricolor,
216,A818888,2020-06-17T17:13:00.000,2020-06-17T17:13:00.000,2018-06-16T00:00:00.000,Return to Owner,,Dog,Intact Male,2 years,Labrador Retriever,Black/White,Zeus
217,A818414,2020-06-17T16:52:00.000,2020-06-17T16:52:00.000,2019-06-08T00:00:00.000,Adoption,,Dog,Spayed Female,1 year,German Shepherd,Brown/Black,*Julep
218,A818449,2020-06-17T16:45:00.000,2020-06-17T16:45:00.000,2019-06-09T00:00:00.000,Adoption,,Dog,Spayed Female,1 year,Catahoula/Labrador Retriever,White/Brown,*Lilac
219,A680227,2020-06-17T16:26:00.000,2020-06-17T16:26:00.000,2010-05-31T00:00:00.000,Adoption,,Dog,Spayed Female,10 years,German Shepherd/Labrador Retriever,Gold,Suzie
220,A818881,2020-06-17T16:24:00.000,2020-06-17T16:24:00.000,2019-09-16T00:00:00.000,Transfer,Partner,Cat,Spayed Female,9 months,Domestic Shorthair,Brown Tabby,Barbarella
221,A818882,2020-06-17T16:24:00.000,2020-06-17T16:24:00.000,2019-09-16T00:00:00.000,Transfer,Partner,Cat,Spayed Female,9 months,Domestic Shorthair,Gray Tabby,Hotel Vegas
222,A818134,2020-06-17T16:09:00.000,2020-06-17T16:09:00.000,2020-04-02T00:00:00.000,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,Black/White,
223,A818770,2020-06-17T15:37:00.000,2020-06-17T15:37:00.000,2011-06-15T00:00:00.000,Return to Owner,,Dog,Spayed Female,9 years,Pit Bull,White/Gray,Nina
224,A817575,2020-06-17T13:54:00.000,2020-06-17T13:54:00.000,2018-05-20T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Siberian Husky,Black/White,Lola
225,A816307,2020-06-17T13:23:00.000,2020-06-17T13:23:00.000,2020-04-12T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,*Cadbury
226,A816305,2020-06-17T13:23:00.000,2020-06-17T13:23:00.000,2020-04-12T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Cream,*Peep
227,A816306,2020-06-17T13:23:00.000,2020-06-17T13:23:00.000,2020-04-12T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black,*Jelly Bean
228,A818568,2020-06-17T12:04:00.000,2020-06-17T12:04:00.000,2019-08-10T00:00:00.000,Transfer,Snr,Cat,Spayed Female,10 months,Domestic Shorthair,Black,
229,A818894,2020-06-17T11:08:00.000,2020-06-17T11:08:00.000,2020-01-17T00:00:00.000,Euthanasia,Suffering,Other,Unknown,4 months,Opossum,Gray/White,
230,A818721,2020-06-17T08:46:00.000,2020-06-17T08:46:00.000,2020-06-10T00:00:00.000,Died,In Kennel,Cat,Intact Male,1 week,Domestic Shorthair,Brown Tabby,
231,A818722,2020-06-17T08:46:00.000,2020-06-17T08:46:00.000,2020-06-10T00:00:00.000,Died,In Kennel,Cat,Intact Male,1 week,Domestic Shorthair,Orange Tabby,
232,A818724,2020-06-17T08:45:00.000,2020-06-17T08:45:00.000,2019-12-13T00:00:00.000,Euthanasia,At Vet,Dog,Unknown,6 months,Labrador Retriever Mix,Brown Brindle,
233,A817808,2020-06-17T08:43:00.000,2020-06-17T08:43:00.000,2020-04-12T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,*Cashew
234,A817810,2020-06-17T08:42:00.000,2020-06-17T08:42:00.000,2020-04-12T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,*Almond
235,A817807,2020-06-17T08:38:00.000,2020-06-17T08:38:00.000,2020-04-12T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby,*Peanut
236,A817809,2020-06-17T08:34:00.000,2020-06-17T08:34:00.000,2020-04-12T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair,Brown Tabby,*Pistachio
237,A812744,2020-06-16T18:30:00.000,2020-06-16T18:30:00.000,2017-01-27T00:00:00.000,Return to Owner,,Dog,Neutered Male,3 years,Yorkshire Terrier/Maltese,Brown/Black,Kachy
238,A818658,2020-06-16T17:49:00.000,2020-06-16T17:49:00.000,2019-12-12T00:00:00.000,Adoption,,Dog,Neutered Male,6 months,Dachshund Longhair Mix,White/Tan,
239,A818222,2020-06-16T17:47:00.000,2020-06-16T17:47:00.000,2017-06-04T00:00:00.000,Return to Owner,,Dog,Neutered Male,3 years,Labrador Retriever,Black,Leo
240,A818223,2020-06-16T17:47:00.000,2020-06-16T17:47:00.000,2017-06-04T00:00:00.000,Return to Owner,,Dog,Neutered Male,3 years,American Pit Bull Terrier,Black,Duke
241,A778076,2020-06-16T17:32:00.000,2020-06-16T17:32:00.000,2017-02-08T00:00:00.000,Return to Owner,,Dog,Intact Male,3 years,Dachshund/Chihuahua Shorthair,Black/Brown Brindle,Vader
242,A818857,2020-06-16T17:26:00.000,2020-06-16T17:26:00.000,2001-06-16T00:00:00.000,Return to Owner,,Dog,Spayed Female,19 years,Jack Russell Terrier,White/Brown,
243,A818870,2020-06-16T17:03:00.000,2020-06-16T17:03:00.000,2020-06-09T00:00:00.000,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair,Buff,*234 Grams
244,A818869,2020-06-16T17:02:00.000,2020-06-16T17:02:00.000,2020-06-09T00:00:00.000,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair,Buff,*277 Grams
245,A818483,2020-06-16T17:00:00.000,2020-06-16T17:00:00.000,2020-03-09T00:00:00.000,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie,
246,A818872,2020-06-16T17:00:00.000,2020-06-16T17:00:00.000,2019-06-16T00:00:00.000,Euthanasia,Suffering,Other,Unknown,1 year,Opossum,Gray,
247,A818868,2020-06-16T16:59:00.000,2020-06-16T16:59:00.000,2020-06-09T00:00:00.000,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair,Tortie,*266 Grams
248,A818659,2020-06-16T16:55:00.000,2020-06-16T16:55:00.000,2019-12-12T00:00:00.000,Adoption,,Dog,Spayed Female,6 months,Dachshund Mix,White/Tan,
249,A818623,2020-06-16T16:30:00.000,2020-06-16T16:30:00.000,2020-04-04T00:00:00.000,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,Black/White,
250,A818656,2020-06-16T16:26:00.000,2020-06-16T16:26:00.000,2020-03-12T00:00:00.000,Euthanasia,Suffering,Cat,Intact Male,3 months,Domestic Shorthair,White/Blue Tabby,
251,A818652,2020-06-16T16:26:00.000,2020-06-16T16:26:00.000,2019-06-12T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Gray,
252,A818657,2020-06-16T16:14:00.000,2020-06-16T16:14:00.000,2019-12-12T00:00:00.000,Transfer,Partner,Dog,Spayed Female,6 months,Dachshund Mix,Tan/White,
253,A818429,2020-06-16T16:00:00.000,2020-06-16T16:00:00.000,2015-06-08T00:00:00.000,Transfer,Partner,Dog,Intact Male,5 years,Golden Retriever/Great Pyrenees,Brown/Buff,*Stu
254,A818697,2020-06-16T15:59:00.000,2020-06-16T15:59:00.000,2019-06-12T00:00:00.000,Transfer,Partner,Dog,Spayed Female,1 year,German Shepherd,Black/Tan,
255,A816256,2020-06-16T15:08:00.000,2020-06-16T15:08:00.000,2017-04-11T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 years,Rottweiler,Black/Brown,Gheera
256,A818661,2020-06-16T15:06:00.000,2020-06-16T15:06:00.000,2016-06-12T00:00:00.000,Return to Owner,,Dog,Intact Female,4 years,Labrador Retriever,Black,Bella
257,A744843,2020-06-16T15:06:00.000,2020-06-16T15:06:00.000,2016-03-08T00:00:00.000,Return to Owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan,Papi
258,A818660,2020-06-16T15:05:00.000,2020-06-16T15:05:00.000,2017-06-12T00:00:00.000,Return to Owner,,Dog,Intact Male,3 years,American Pit Bull Terrier,Brown,Tech
259,A818662,2020-06-16T15:05:00.000,2020-06-16T15:05:00.000,2012-06-12T00:00:00.000,Return to Owner,,Dog,Neutered Male,8 years,Chihuahua Shorthair,Tan,Scooby
260,A818665,2020-06-16T14:34:00.000,2020-06-16T14:34:00.000,2019-11-12T00:00:00.000,Adoption,,Cat,Spayed Female,7 months,Domestic Medium Hair,Orange Tabby,*Mary
261,A816933,2020-06-16T13:25:00.000,2020-06-16T13:25:00.000,2017-05-02T00:00:00.000,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair,Gray Tabby,Joey
262,A769119,2020-06-16T12:38:00.000,2020-06-16T12:38:00.000,2017-10-30T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Australian Kelpie Mix,Tricolor,Lewey
263,A750340,2020-06-16T12:17:00.000,2020-06-16T12:17:00.000,2013-05-26T00:00:00.000,Transfer,Partner,Cat,Neutered Male,7 years,Domestic Medium Hair Mix,Orange Tabby/Cream,
264,A817167,2020-06-16T12:07:00.000,2020-06-16T12:07:00.000,2017-06-11T00:00:00.000,Transfer,Partner,Cat,Intact Male,3 years,Domestic Shorthair Mix,Black/White,
265,A811431,2020-06-16T09:15:00.000,2020-06-16T09:15:00.000,2018-01-03T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby,Maya
266,A809287,2020-06-16T07:47:00.000,2020-06-16T07:47:00.000,2016-05-22T00:00:00.000,Adoption,Foster,Dog,Neutered Male,4 years,Pointer/Pit Bull,White/Red,Roman
267,A690574,2020-06-15T18:31:00.000,2020-06-15T18:31:00.000,2005-06-12T00:00:00.000,Return to Owner,,Dog,Spayed Female,15 years,Pointer,Brown Brindle/White,Sugar
268,A818334,2020-06-15T18:20:00.000,2020-06-15T18:20:00.000,2018-06-05T00:00:00.000,Adoption,,Other,Intact Male,2 years,Guinea Pig,White/Tan,
269,A818484,2020-06-15T18:20:00.000,2020-06-15T18:20:00.000,2020-03-09T00:00:00.000,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White,
270,A818333,2020-06-15T18:19:00.000,2020-06-15T18:19:00.000,2018-06-05T00:00:00.000,Adoption,,Other,Intact Male,2 years,Guinea Pig,Brown/White,
271,A818741,2020-06-15T18:12:00.000,2020-06-15T18:12:00.000,2018-12-14T00:00:00.000,Return to Owner,,Dog,Intact Male,1 year,German Shepherd Mix,Brown/Black,Roscoe
272,A818621,2020-06-15T17:45:00.000,2020-06-15T17:45:00.000,2020-04-04T00:00:00.000,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,Black/White,Edson
273,A818620,2020-06-15T17:42:00.000,2020-06-15T17:42:00.000,2020-04-11T00:00:00.000,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,
274,A818608,2020-06-15T17:21:00.000,2020-06-15T17:21:00.000,2019-09-11T00:00:00.000,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair,Blue Tabby/White,Alex
275,A818490,2020-06-15T17:13:00.000,2020-06-15T17:13:00.000,2020-02-09T00:00:00.000,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair,Torbie,
276,A818523,2020-06-15T17:03:00.000,2020-06-15T17:03:00.000,2020-01-03T00:00:00.000,Adoption,,Dog,Neutered Male,5 months,Australian Shepherd Mix,Blue/White,
277,A818475,2020-06-15T16:45:00.000,2020-06-15T16:45:00.000,2020-04-30T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Siberian Husky,Brown,*Puff
278,A818474,2020-06-15T16:44:00.000,2020-06-15T16:44:00.000,2020-04-30T00:00:00.000,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever/Siberian Husky,Brown,*Fluff
279,A818473,2020-06-15T16:44:00.000,2020-06-15T16:44:00.000,2020-04-30T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Siberian Husky,Brown,*Woolly
280,A818400,2020-06-15T16:42:00.000,2020-06-15T16:42:00.000,2020-01-08T00:00:00.000,Adoption,,Dog,Spayed Female,5 months,Australian Shepherd Mix,Brown/White,*Clementine
281,A818622,2020-06-15T16:29:00.000,2020-06-15T16:29:00.000,2020-04-04T00:00:00.000,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever,Black/White,
282,A818281,2020-06-15T16:01:00.000,2020-06-15T16:01:00.000,2018-06-04T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/German Shepherd,Tan/Black,*Turkey
283,A818646,2020-06-15T15:28:00.000,2020-06-15T15:28:00.000,2010-06-13T00:00:00.000,Transfer,Partner,Dog,Intact Male,10 years,Pug Mix,Fawn/Black,
284,A818201,2020-06-15T14:31:00.000,2020-06-15T14:31:00.000,2020-04-03T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,*Lulu
285,A818789,2020-06-15T14:31:00.000,2020-06-15T14:31:00.000,2020-06-04T00:00:00.000,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Lynx Point,
286,A818202,2020-06-15T14:28:00.000,2020-06-15T14:28:00.000,2020-04-03T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,*Millie
287,A817797,2020-06-15T14:09:00.000,2020-06-15T14:09:00.000,2018-05-26T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Rat Terrier/Chihuahua Shorthair,Black,*Salem
288,A816143,2020-06-15T14:01:00.000,2020-06-15T14:01:00.000,2019-04-07T00:00:00.000,Adoption,Foster,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream/Tan,*Gjest
289,A818189,2020-06-15T13:57:00.000,2020-06-15T13:57:00.000,2019-06-03T00:00:00.000,Transfer,Partner,Other,Unknown,1 year,Angora-Satin,Gray,
290,A817919,2020-06-15T13:55:00.000,2020-06-15T13:55:00.000,2020-04-15T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Sable,*Tulip
291,A818719,2020-06-15T13:50:00.000,2020-06-15T13:50:00.000,2020-06-10T00:00:00.000,Transfer,Partner,Cat,Intact Female,5 days,Domestic Shorthair,Tortie,
292,A817434,2020-06-15T13:50:00.000,2020-06-15T13:50:00.000,2020-04-08T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie,*Blossom
293,A818717,2020-06-15T13:50:00.000,2020-06-15T13:50:00.000,2018-06-13T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,
294,A817431,2020-06-15T13:38:00.000,2020-06-15T13:38:00.000,2020-04-08T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,*Buttercup
